"participant","modality","ortho_French","inversed_aline","lev_similarity","type","first_modality","list","RT"
1,"A","enfer",0.227027027027027,0,"noncognate","V",1,1402.68920804296
1,"V","enfer",0.227027027027027,0,"noncognate","V",1,1045.55850562391
1,"A","ennemi",1,0.667,"cognate","V",1,649.159666381001
1,"V","ennemi",1,0.667,"cognate","V",1,744.398598003515
1,"A","escalier",0.613333333333333,0.375,"noncognate","V",1,665.081249644187
1,"V","escalier",0.613333333333333,0.375,"noncognate","V",1,1016.13512902735
1,"A","espoir",0.376,0.167,"noncognate","V",1,520.056940800958
1,"V","espoir",0.376,0.167,"noncognate","V",1,917.388782088846
1,"A","étoile",0.49,0.167,"noncognate","V",1,577.579192952162
1,"V","étoile",0.49,0.167,"noncognate","V",1,921.338110667934
1,"A","exercice",0.7238095,0.875,"cognate","V",1,1145.94560130198
1,"V","exercice",0.7238095,0.875,"cognate","V",1,799.310943756513
1,"A","farine",0.48,0.167,"noncognate","V",1,719.512844187341
1,"V","farine",0.48,0.167,"noncognate","V",1,971.420502103675
1,"A","fenêtre",0.466666666666667,0.143,"noncognate","V",1,667.561631481786
1,"V","fenêtre",0.466666666666667,0.143,"noncognate","V",1,898.942415420512
1,"A","flèche",0.25,0,"noncognate","V",1,817.068215704289
1,"V","flèche",0.25,0,"noncognate","V",1,629.406408305313
1,"A","fleur",0.6808511,0.5,"cognate","V",1,928.585651190783
1,"V","fleur",0.6808511,0.5,"cognate","V",1,757.681263516052
1,"A","force",0.8195122,1,"cognate","V",1,1278.34474054007
1,"V","force",0.8195122,1,"cognate","V",1,616.706698019427
1,"A","frein",0.254545454545455,0.2,"noncognate","V",1,1190.55233666445
1,"V","frein",0.254545454545455,0.2,"noncognate","V",1,793.524634297925
1,"A","fuite",0.475675675675676,0,"noncognate","V",1,814.82430126111
1,"V","fuite",0.475675675675676,0,"noncognate","V",1,1259.68067605232
1,"A","garage",0.762963,1,"cognate","V",1,911.915168229688
1,"V","garage",0.762963,1,"cognate","V",1,841.137582104846
1,"A","gauche",0.31219512195122,0,"noncognate","V",1,1162.12966884255
1,"V","gauche",0.31219512195122,0,"noncognate","V",1,837.893227897651
1,"A","génie",0.768,0.5,"cognate","V",1,979.471225745489
1,"V","génie",0.768,0.5,"cognate","V",1,490.872100198957
1,"A","honneur",0.569697,0.714,"cognate","V",1,720.599869906864
1,"V","honneur",0.569697,0.714,"cognate","V",1,759.277487798462
1,"A","hôpital",0.7042254,0.75,"cognate","V",1,526.355498686053
1,"V","hôpital",0.7042254,0.75,"cognate","V",1,1014.44006701046
1,"A","horloge",0.501960784313725,0.286,"noncognate","V",1,510.527503364129
1,"V","horloge",0.501960784313725,0.286,"noncognate","V",1,530.590105211227
1,"A","huître",0.530232558139535,0.167,"noncognate","V",1,744.270049218258
1,"V","huître",0.530232558139535,0.167,"noncognate","V",1,778.814816946032
1,"A","image",0.92,1,"cognate","V",1,948.59971762714
1,"V","image",0.92,1,"cognate","V",1,524.044211905408
1,"A","immeuble",0.459016393442623,0,"noncognate","V",1,647.105911681025
1,"V","immeuble",0.459016393442623,0,"noncognate","V",1,538.658869221583
1,"A","incident",0.5373134,1,"cognate","V",1,875.133027214776
1,"V","incident",0.5373134,1,"cognate","V",1,867.305135612117
1,"A","insecte",0.8,0.857,"cognate","V",1,1122.29030632158
1,"V","insecte",0.8,0.857,"cognate","V",1,831.109468074494
1,"A","jambe",0.352941176470588,0,"noncognate","V",1,726.122587994766
1,"V","jambe",0.352941176470588,0,"noncognate","V",1,1319.67426237388
1,"A","jardin",0.572549,0.667,"cognate","V",1,1101.08968571008
1,"V","jardin",0.572549,0.667,"cognate","V",1,611.548331175093
1,"A","jeunesse",0.49,0.125,"noncognate","V",1,716.80038830885
1,"V","jeunesse",0.49,0.125,"noncognate","V",1,980.354771264878
1,"A","journée",0.4,0,"noncognate","V",1,876.71055081517
1,"V","journée",0.4,0,"noncognate","V",1,496.75381012441
1,"A","juge",0.8823529,0.8,"cognate","V",1,1508.37227207665
1,"V","juge",0.8823529,0.8,"cognate","V",1,923.034854384712
1,"A","jumeau",0.5,0,"noncognate","V",1,972.535710333973
1,"V","jumeau",0.5,0,"noncognate","V",1,1154.26361923825
1,"A","jungle",0.7636364,1,"cognate","V",1,588.873331521393
1,"V","jungle",0.7636364,1,"cognate","V",1,503.99206181823
1,"A","légume",0.441176470588235,0.222,"noncognate","V",1,481.676130494636
1,"V","légume",0.441176470588235,0.222,"noncognate","V",1,537.399809234365
1,"A","lessive",0.456,0.286,"noncognate","V",1,774.523042515024
1,"V","lessive",0.456,0.286,"noncognate","V",1,584.170867459263
1,"A","lion",0.5,1,"cognate","V",1,888.260917594297
1,"V","lion",0.5,1,"cognate","V",1,489.507948919674
1,"A","logement",0.48,0.25,"noncognate","V",1,601.651026471755
1,"V","logement",0.48,0.25,"noncognate","V",1,829.953422629856
1,"A","lumière",0.48,0.286,"noncognate","V",1,475.239155814213
1,"V","lumière",0.48,0.286,"noncognate","V",1,709.559037776497
1,"A","lune",0.517647058823529,0,"noncognate","V",1,609.487214149731
1,"V","lune",0.517647058823529,0,"noncognate","V",1,692.309055174816
1,"A","maladie",0.512280701754386,0.143,"noncognate","V",1,654.033285839791
1,"V","maladie",0.512280701754386,0.143,"noncognate","V",1,748.109179080941
1,"A","manche",0.302439024390244,0.167,"noncognate","V",1,959.191990787432
1,"V","manche",0.302439024390244,0.167,"noncognate","V",1,841.759214152815
1,"A","manque",0.435294117647059,0.167,"noncognate","V",1,600.713916094579
1,"V","manque",0.435294117647059,0.167,"noncognate","V",1,1228.11342012948
1,"A","mariage",0.7157895,0.875,"cognate","V",1,1024.24107528109
1,"V","mariage",0.7157895,0.875,"cognate","V",1,611.653410668275
1,"A","marteau",0.4,0.286,"noncognate","V",1,839.377045875047
1,"V","marteau",0.4,0.286,"noncognate","V",1,457.079635984313
1,"A","métier",0.393939393939394,0.2,"noncognate","V",1,584.354559749191
1,"V","métier",0.393939393939394,0.2,"noncognate","V",1,581.450834302444
1,"A","meurtre",0.517647058823529,0.429,"noncognate","V",1,1185.19281342284
1,"V","meurtre",0.517647058823529,0.429,"noncognate","V",1,839.139588424706
1,"A","miel",0.46,0.2,"noncognate","V",1,597.163459635282
1,"V","miel",0.46,0.2,"noncognate","V",1,648.627357464012
1,"A","minuit",0.68,0.5,"cognate","V",1,900.459665806374
1,"V","minuit",0.68,0.5,"cognate","V",1,594.387905696282
1,"A","moitié",0.325581395348837,0,"noncognate","V",1,732.746200285126
1,"V","moitié",0.325581395348837,0,"noncognate","V",1,694.251616940335
1,"A","montre",0.227027027027027,0.167,"noncognate","V",1,452.95544253991
1,"V","montre",0.227027027027027,0.167,"noncognate","V",1,861.583237239672
1,"A","morceau",0.463636363636364,0.286,"noncognate","V",1,811.046347566636
1,"V","morceau",0.463636363636364,0.286,"noncognate","V",1,931.15588995825
1,"A","mouton",0.356756756756757,0,"noncognate","V",1,483.456722880768
1,"V","mouton",0.356756756756757,0,"noncognate","V",1,777.268398215236
1,"A","muscle",0.8,1,"cognate","V",1,616.755278599679
1,"V","muscle",0.8,1,"cognate","V",1,851.44556650787
1,"A","niveau",0.427272727272727,0.333,"noncognate","V",1,586.188988496481
1,"V","niveau",0.427272727272727,0.333,"noncognate","V",1,989.04527436482
1,"A","nuage",0.348936170212766,0,"noncognate","V",1,737.016684193411
1,"V","nuage",0.348936170212766,0,"noncognate","V",1,1040.53619550963
1,"A","oeuvre",0.28,0.167,"noncognate","V",1,936.49531001249
1,"V","oeuvre",0.28,0.167,"noncognate","V",1,1061.78922473159
1,"A","oignon",0.4333333,0.5,"cognate","V",1,1363.7698460398
1,"V","oignon",0.4333333,0.5,"cognate","V",1,788.830565316979
1,"A","onde",0.323076923076923,0.25,"noncognate","V",1,889.427408251651
1,"V","onde",0.323076923076923,0.25,"noncognate","V",1,579.777571526591
1,"A","opinion",0.7254237,1,"cognate","V",1,823.380241464839
1,"V","opinion",0.7254237,1,"cognate","V",1,609.886702884858
1,"A","orgueil",0.256,0.286,"noncognate","V",1,460.04263896121
1,"V","orgueil",0.256,0.286,"noncognate","V",1,536.287397558336
1,"A","panier",0.428070175438596,0.333,"noncognate","V",1,849.796132286652
1,"V","panier",0.428070175438596,0.333,"noncognate","V",1,513.364115021991
1,"A","papillon",0.521212121212121,0,"noncognate","V",1,454.514966346132
1,"V","papillon",0.521212121212121,0,"noncognate","V",1,760.890951146208
1,"A","patron",0.590909090909091,0,"noncognate","V",1,471.685353163764
1,"V","patron",0.590909090909091,0,"noncognate","V",1,834.126973727611
1,"A","paysage",0.324324324324324,0.444,"noncognate","V",1,1135.90343841683
1,"V","paysage",0.324324324324324,0.444,"noncognate","V",1,709.341214325667
1,"A","paysan",0.6296296,0.571,"cognate","V",1,622.182843928396
1,"V","paysan",0.6296296,0.571,"cognate","V",1,678.717771552612
1,"A","perle",0.7902439,0.6,"cognate","V",1,492.538316209611
1,"V","perle",0.7902439,0.6,"cognate","V",1,676.701242771761
1,"A","pigeon",0.7234043,1,"cognate","V",1,830.593476128503
1,"V","pigeon",0.7234043,1,"cognate","V",1,945.219118922673
1,"A","plante",0.7927273,0.833,"cognate","V",1,702.126699473187
1,"V","plante",0.7927273,0.833,"cognate","V",1,1191.86252971211
1,"A","poisson",0.61,0.286,"noncognate","V",1,908.871892672364
1,"V","poisson",0.61,0.286,"noncognate","V",1,891.115716324889
1,"A","poitrine",0.426229508196721,0,"noncognate","V",1,725.939817752365
1,"V","poitrine",0.426229508196721,0,"noncognate","V",1,759.829016042571
1,"A","poubelle",0.445454545454545,0.125,"noncognate","V",1,779.519987696482
1,"V","poubelle",0.445454545454545,0.125,"noncognate","V",1,606.849672075976
1,"A","poupée",0.313513513513514,0.167,"noncognate","V",1,1354.37069874064
1,"V","poupée",0.313513513513514,0.167,"noncognate","V",1,574.095543157158
1,"A","prison",0.6344828,1,"cognate","V",1,739.78451210873
1,"V","prison",0.6344828,1,"cognate","V",1,794.962303761714
1,"A","produit",0.5183099,0.857,"cognate","V",1,736.775904613856
1,"V","produit",0.5183099,0.857,"cognate","V",1,861.621501784861
1,"A","qualité",0.9015873,0.857,"cognate","V",1,1505.68790880293
1,"V","qualité",0.9015873,0.857,"cognate","V",1,608.196108847966
1,"A","regard",0.362962962962963,0,"noncognate","V",1,1584.42877326066
1,"V","regard",0.362962962962963,0,"noncognate","V",1,1555.545566778
1,"A","réseau",0.352,0,"noncognate","V",1,1194.12562908159
1,"V","réseau",0.352,0,"noncognate","V",1,969.203970648725
1,"A","rideau",0.445454545454545,0.143,"noncognate","V",1,653.202887218531
1,"V","rideau",0.445454545454545,0.143,"noncognate","V",1,1014.53820038694
1,"A","rumeur",0.493617,0.833,"cognate","V",1,958.677855083382
1,"V","rumeur",0.493617,0.833,"cognate","V",1,772.755142445942
1,"A","saucisse",0.8222222,0.5,"cognate","V",1,794.567863403579
1,"V","saucisse",0.8222222,0.5,"cognate","V",1,1048.89334350864
1,"A","séjour",0.468085106382979,0.167,"noncognate","V",1,728.559401033313
1,"V","séjour",0.468085106382979,0.167,"noncognate","V",1,780.824194650698
1,"A","siècle",0.5125,0,"noncognate","V",1,834.815677882612
1,"V","siècle",0.5125,0,"noncognate","V",1,741.744703228253
1,"A","soeur",0.518181818181818,0.333,"noncognate","V",1,805.502294984244
1,"V","soeur",0.518181818181818,0.333,"noncognate","V",1,1005.64520021201
1,"A","soin",0.183606557377049,0.111,"noncognate","V",1,600.967231923354
1,"V","soin",0.183606557377049,0.111,"noncognate","V",1,769.788868481444
1,"A","soldat",0.8280702,0.571,"cognate","V",1,644.412682357501
1,"V","soldat",0.8280702,0.571,"cognate","V",1,904.522769195872
1,"A","soleil",0.47,0.167,"noncognate","V",1,826.560265474765
1,"V","soleil",0.47,0.167,"noncognate","V",1,940.681006969919
1,"A","sourire",0.422222222222222,0.429,"noncognate","V",1,849.94500161785
1,"V","sourire",0.422222222222222,0.429,"noncognate","V",1,800.869232686889
1,"A","survie",0.6,0.625,"cognate","V",1,928.352618453761
1,"V","survie",0.6,0.625,"cognate","V",1,708.878859769252
1,"A","témoin",0.49811320754717,0,"noncognate","V",1,754.356724858744
1,"V","témoin",0.49811320754717,0,"noncognate","V",1,796.000289257261
1,"A","tiroir",0.408,0.167,"noncognate","V",1,626.316491063352
1,"V","tiroir",0.408,0.167,"noncognate","V",1,793.21592051525
1,"A","trésor",0.6229508,0.5,"cognate","V",1,865.710551832628
1,"V","trésor",0.6229508,0.5,"cognate","V",1,607.240981392062
1,"A","viande",0.508108108108108,0.167,"noncognate","V",1,583.986240241483
1,"V","viande",0.508108108108108,0.167,"noncognate","V",1,866.264635415004
1,"A","victime",1,0.857,"cognate","V",1,577.456054111204
1,"V","victime",1,0.857,"cognate","V",1,509.965863313649
1,"A","victoire",0.7513514,0.75,"cognate","V",1,982.351984666438
1,"V","victoire",0.7513514,0.75,"cognate","V",1,1031.06981402319
2,"A","abeille",0.769230769230769,0.429,"noncognate","V",2,1020.50172501122
2,"V","abeille",0.769230769230769,0.429,"noncognate","V",2,835.484123010176
2,"A","acteur",0.7659574,0.667,"cognate","V",2,1021.22414458873
2,"V","acteur",0.7659574,0.667,"cognate","V",2,1078.49893502621
2,"A","adresse",0.7703704,0.714,"cognate","V",2,952.573095045783
2,"V","adresse",0.7703704,0.714,"cognate","V",2,1110.4618022544
2,"A","aéroport",0.5428571,0.75,"cognate","V",2,977.117419812
2,"V","aéroport",0.5428571,0.75,"cognate","V",2,1197.74443297533
2,"A","ancêtre",0.54375,0.5,"cognate","V",2,1047.86114365496
2,"V","ancêtre",0.54375,0.5,"cognate","V",2,1061.09765321313
2,"A","anneau",0.426666666666667,0.167,"noncognate","V",2,1374.1030656519
2,"V","anneau",0.426666666666667,0.167,"noncognate","V",2,895.281619972503
2,"A","arbre",0.253658536585366,0.4,"noncognate","V",2,1210.25767615558
2,"V","arbre",0.253658536585366,0.4,"noncognate","V",2,1202.89645145877
2,"A","assiette",0.592,0.25,"noncognate","V",2,792.04618552963
2,"V","assiette",0.592,0.25,"noncognate","V",2,1216.17197011354
2,"A","attaque",0.95,0.571,"cognate","V",2,894.898745003826
2,"V","attaque",0.95,0.571,"cognate","V",2,1158.05480920357
2,"A","avance",0.637037,0.857,"cognate","V",2,1044.46373494997
2,"V","avance",0.637037,0.857,"cognate","V",2,1050.7212288513
2,"A","avenir",0.407547169811321,0,"noncognate","V",2,1324.15537568221
2,"V","avenir",0.407547169811321,0,"noncognate","V",2,1291.75017845586
2,"A","balcon",0.73125,0.857,"cognate","V",2,1081.5870703454
2,"V","balcon",0.73125,0.857,"cognate","V",2,889.723087257011
2,"A","banlieue",0.336,0,"noncognate","V",2,1132.82940090978
2,"V","banlieue",0.336,0,"noncognate","V",2,1254.88099729835
2,"A","bateau",0.82,0.333,"noncognate","V",2,782.059118992041
2,"V","bateau",0.82,0.333,"noncognate","V",2,972.475844728102
2,"A","biscuit",0.84375,1,"cognate","V",2,909.502130805183
2,"V","biscuit",0.84375,1,"cognate","V",2,939.329942764855
2,"A","blague",0.472727272727273,0.167,"noncognate","V",2,1104.67574032754
2,"V","blague",0.472727272727273,0.167,"noncognate","V",2,1155.64607606528
2,"A","blessure",0.34375,0.25,"noncognate","V",2,1092.07422338812
2,"V","blessure",0.34375,0.25,"noncognate","V",2,868.430974242754
2,"A","bonbon",0.28,0,"noncognate","V",2,1097.1866287437
2,"V","bonbon",0.28,0,"noncognate","V",2,1133.50829390257
2,"A","bonheur",0.37,0.143,"noncognate","V",2,1157.26900179601
2,"V","bonheur",0.37,0.143,"noncognate","V",2,1144.86846296904
2,"A","bougie",0.313725490196078,0.167,"noncognate","V",2,1373.28203997861
2,"V","bougie",0.313725490196078,0.167,"noncognate","V",2,968.0137675954
2,"A","branche",0.5890909,0.857,"cognate","V",2,1211.29195254087
2,"V","branche",0.5890909,0.857,"cognate","V",2,1108.38494933934
2,"A","bruit",0.44,0,"noncognate","V",2,1187.64211335445
2,"V","bruit",0.44,0,"noncognate","V",2,1055.30777408879
2,"A","carnet",0.29375,0,"noncognate","V",2,1023.80878404247
2,"V","carnet",0.29375,0,"noncognate","V",2,1238.65803861129
2,"A","cendre",0.364705882352941,0,"noncognate","V",2,1058.15572664197
2,"V","cendre",0.364705882352941,0,"noncognate","V",2,1554.3817707158
2,"A","centaine",0.373333333333333,0.125,"noncognate","V",2,961.639411409407
2,"V","centaine",0.373333333333333,0.125,"noncognate","V",2,1053.07825041156
2,"A","cerveau",0.259259259259259,0.143,"noncognate","V",2,1028.54953188786
2,"V","cerveau",0.259259259259259,0.143,"noncognate","V",2,955.516422276333
2,"A","chagrin",0.36078431372549,0.286,"noncognate","V",2,1163.16305139536
2,"V","chagrin",0.36078431372549,0.286,"noncognate","V",2,1255.06909632625
2,"A","chanson",0.389189189189189,0.286,"noncognate","V",2,810.470518962478
2,"V","chanson",0.389189189189189,0.286,"noncognate","V",2,1033.26010952111
2,"A","chemin",0.335135135135135,0,"noncognate","V",2,1038.91245053713
2,"V","chemin",0.335135135135135,0,"noncognate","V",2,962.513543606275
2,"A","chéri",0.340425531914894,0.143,"noncognate","V",2,1024.56996709135
2,"V","chéri",0.340425531914894,0.143,"noncognate","V",2,1178.71155495697
2,"A","cheville",0.25531914893617,0.25,"noncognate","V",2,1065.25224756247
2,"V","cheville",0.25531914893617,0.25,"noncognate","V",2,1163.3078377293
2,"A","chiffre",0.13125,0,"noncognate","V",2,962.762571739506
2,"V","chiffre",0.13125,0,"noncognate","V",2,1357.38214265876
2,"A","chômage",0.391208791208791,0.167,"noncognate","V",2,1069.30949978883
2,"V","chômage",0.391208791208791,0.167,"noncognate","V",2,1107.26010968019
2,"A","coiffeur",0.365714285714286,0.273,"noncognate","V",2,681.288969694185
2,"V","coiffeur",0.365714285714286,0.273,"noncognate","V",2,977.843825587047
2,"A","colline",0.381818181818182,0.286,"noncognate","V",2,1003.80008081277
2,"V","colline",0.381818181818182,0.286,"noncognate","V",2,891.336519844853
2,"A","concours",0.452941176470588,0.375,"noncognate","V",2,1080.32175713738
2,"V","concours",0.452941176470588,0.375,"noncognate","V",2,921.402887855474
2,"A","couche",0.0606060606060606,0,"noncognate","V",2,1154.26581174951
2,"V","couche",0.0606060606060606,0,"noncognate","V",2,1495.68412411526
2,"A","couloir",0.434042553191489,0.143,"noncognate","V",2,1044.06739119265
2,"V","couloir",0.434042553191489,0.143,"noncognate","V",2,1353.51935000786
2,"A","crainte",0.227027027027027,0.143,"noncognate","V",2,1070.55819885492
2,"V","crainte",0.227027027027027,0.143,"noncognate","V",2,1016.38805686465
2,"A","criminel",0.8329412,0.875,"cognate","V",2,1003.9014025741
2,"V","criminel",0.8329412,0.875,"cognate","V",2,1014.95741158219
2,"A","croyance",0.373333333333333,0,"noncognate","V",2,1014.78349126832
2,"V","croyance",0.373333333333333,0,"noncognate","V",2,1125.81156226933
2,"A","danger",0.656,1,"cognate","V",2,997.605785330663
2,"V","danger",0.656,1,"cognate","V",2,823.174433484598
2,"A","déchet",0.427906976744186,0.167,"noncognate","V",2,1001.18062456212
2,"V","déchet",0.427906976744186,0.167,"noncognate","V",2,831.330892579401
2,"A","désastre",0.8512821,0.625,"cognate","V",2,1170.65950229634
2,"V","désastre",0.8512821,0.625,"cognate","V",2,1106.71777369466
2,"A","destin",0.7625,0.857,"cognate","V",2,1609.21871922361
2,"V","destin",0.7625,0.857,"cognate","V",2,840.663115015117
2,"A","douleur",0.306382978723404,0,"noncognate","V",2,1007.8636620466
2,"V","douleur",0.306382978723404,0,"noncognate","V",2,1041.69186545273
2,"A","écart",0.426229508196721,0.125,"noncognate","V",2,1120.43129590124
2,"V","écart",0.426229508196721,0.125,"noncognate","V",2,1004.5718665338
2,"A","écriture",0.507462686567164,0.375,"noncognate","V",2,1194.55069503832
2,"V","écriture",0.507462686567164,0.375,"noncognate","V",2,772.190198007498
2,"A","église",0.354545454545454,0,"noncognate","V",2,1333.10527587118
2,"V","église",0.354545454545454,0,"noncognate","V",2,1171.57187176373
2,"A","élection",0.7641791,0.875,"cognate","V",2,965.433357085798
2,"V","élection",0.7641791,0.875,"cognate","V",2,926.417867210601
2,"A","endroit",0.288,0,"noncognate","V",2,1061.58443927861
2,"V","endroit",0.288,0,"noncognate","V",2,1115.31851258679
