"ppt_id","group_c","test_c","triplet_id","pair_type_c","acc","RT_acc"
"11821839",0.5,-0.5,2,-0.5,1,1874.70000009537
"11821839",0.5,-0.5,1,-0.5,1,3077.7
"11821839",0.5,-0.5,23,0.5,1,1254.10000004768
"11821839",0.5,-0.5,8,-0.5,1,2987.80000004769
"11821839",0.5,-0.5,3,-0.5,1,1786.10000014305
"11821839",0.5,-0.5,6,-0.5,1,2977.3
"11821839",0.5,-0.5,21,0.5,1,897.000000047687
"11821839",0.5,-0.5,7,-0.5,1,3363.10000009536
"11821839",0.5,-0.5,25,0.5,1,896.100000000006
"11821839",0.5,-0.5,26,0.5,1,922.700000190729
"11821839",0.5,-0.5,19,0.5,1,1191.10000019074
"11821757",0.5,-0.5,8,-0.5,1,7712.89999961853
"11821757",0.5,-0.5,25,0.5,0,NA
"11821757",0.5,-0.5,4,-0.5,0,NA
"11821757",0.5,-0.5,23,0.5,1,4901.49999980927
"11821757",0.5,-0.5,9,-0.5,1,1662.9999994278
"11821757",0.5,-0.5,3,-0.5,0,NA
"11821757",0.5,-0.5,2,-0.5,1,9268.30000019074
"11821757",0.5,-0.5,21,0.5,0,NA
"11821757",0.5,-0.5,7,-0.5,1,2557.69999980927
"11821757",0.5,-0.5,22,0.5,0,NA
"11821757",0.5,-0.5,20,0.5,0,NA
"11821757",0.5,-0.5,26,0.5,0,NA
"11821757",0.5,-0.5,19,0.5,1,2076.89999961853
"11821757",0.5,-0.5,27,0.5,0,NA
"11821757",0.5,-0.5,5,-0.5,0,NA
"11821757",0.5,-0.5,6,-0.5,0,NA
"11821757",0.5,-0.5,1,-0.5,0,NA
"11821757",0.5,-0.5,24,0.5,1,2096.1999994278
"11936688",0.5,-0.5,8,-0.5,1,523.400000002981
"11936688",0.5,-0.5,9,-0.5,0,NA
"11936688",0.5,-0.5,25,0.5,1,2002.60000000447
"11936688",0.5,-0.5,27,0.5,1,3866.80000000447
"11936688",0.5,-0.5,1,-0.5,0,NA
"11936688",0.5,-0.5,23,0.5,1,2068.7
"11936688",0.5,-0.5,7,-0.5,0,NA
"11936688",0.5,-0.5,19,0.5,0,NA
"11936688",0.5,-0.5,4,-0.5,1,3555.60000000297
"11936688",0.5,-0.5,3,-0.5,0,NA
"11936688",0.5,-0.5,26,0.5,0,NA
"11936688",0.5,-0.5,21,0.5,0,NA
"11936688",0.5,-0.5,20,0.5,0,NA
"11936688",0.5,-0.5,2,-0.5,0,NA
"11936688",0.5,-0.5,24,0.5,0,NA
"11936688",0.5,-0.5,22,0.5,0,NA
"11936688",0.5,-0.5,6,-0.5,0,NA
"11936688",0.5,-0.5,5,-0.5,0,NA
"11936708",0.5,-0.5,9,-0.5,1,994
"11936708",0.5,-0.5,19,0.5,0,NA
"11936708",0.5,-0.5,2,-0.5,0,NA
"11936708",0.5,-0.5,7,-0.5,0,NA
"11936708",0.5,-0.5,25,0.5,1,1387.50000001192
"11936708",0.5,-0.5,5,-0.5,0,NA
"11936708",0.5,-0.5,3,-0.5,1,1266.50000001192
"11936708",0.5,-0.5,1,-0.5,1,1457.40000001192
"11936708",0.5,-0.5,21,0.5,1,999.70000002384
"11936708",0.5,-0.5,23,0.5,0,NA
"11936708",0.5,-0.5,27,0.5,1,1673.5
"11936708",0.5,-0.5,24,0.5,1,982.799999988085
"11936708",0.5,-0.5,22,0.5,1,1749.39999999999
"11936708",0.5,-0.5,4,-0.5,0,NA
"11936708",0.5,-0.5,8,-0.5,1,1938.2
"11936708",0.5,-0.5,20,0.5,1,1427.40000001193
"11936708",0.5,-0.5,6,-0.5,0,NA
"11936708",0.5,-0.5,26,0.5,1,846.199999988079
"12643747",0.5,-0.5,23,0.5,1,1106.60000019074
"12643747",0.5,-0.5,9,-0.5,1,1518.90000038147
"12643747",0.5,-0.5,5,-0.5,1,2342.7
"12643747",0.5,-0.5,19,0.5,1,1275.4000005722
"12643747",0.5,-0.5,26,0.5,1,886.600000762941
"12643747",0.5,-0.5,3,-0.5,0,NA
"12643747",0.5,-0.5,4,-0.5,1,2214.40000019073
"12643747",0.5,-0.5,7,-0.5,1,1671.50000038147
"12643747",0.5,-0.5,27,0.5,1,1144.90000076294
"12643747",0.5,-0.5,21,0.5,1,861.399999999994
"12643747",0.5,-0.5,1,-0.5,1,2223.89999999999
"12643747",0.5,-0.5,20,0.5,1,842.300000572199
"12643747",0.5,-0.5,6,-0.5,1,1527.39999999999
"12643747",0.5,-0.5,24,0.5,1,765.700000572208
"12643747",0.5,-0.5,2,-0.5,1,1706.90000019074
"12643747",0.5,-0.5,8,-0.5,1,1682.79999999999
"12643747",0.5,-0.5,25,0.5,1,822.400000381473
"12643747",0.5,-0.5,22,0.5,1,741.60000038147
"12643984",0.5,-0.5,24,0.5,1,1425.2
"12643984",0.5,-0.5,6,-0.5,1,1919.80000000224
"12643984",0.5,-0.5,9,-0.5,1,2807.1
"12643984",0.5,-0.5,3,-0.5,1,1557.40000000224
"12643984",0.5,-0.5,26,0.5,1,2372.9
"12643984",0.5,-0.5,1,-0.5,1,3273.40000000074
"12643984",0.5,-0.5,7,-0.5,1,1459.70000000075
"12643984",0.5,-0.5,4,-0.5,1,1759.39999999925
"12643984",0.5,-0.5,21,0.5,0,NA
"12643984",0.5,-0.5,25,0.5,1,3053.60000000075
"12643984",0.5,-0.5,2,-0.5,1,1822.30000000149
"12643984",0.5,-0.5,8,-0.5,1,2065.80000000224
"12643984",0.5,-0.5,19,0.5,1,1076.40000000149
"12643984",0.5,-0.5,5,-0.5,1,1485.10000000149
"12643984",0.5,-0.5,23,0.5,1,1449.10000000001
"12643984",0.5,-0.5,27,0.5,1,1145.50000000224
"12643984",0.5,-0.5,20,0.5,1,957.400000000751
"12643984",0.5,-0.5,22,0.5,1,641.60000000149
"12644045",0.5,-0.5,9,-0.5,1,2525.39999999404
"12644045",0.5,-0.5,2,-0.5,0,NA
"12644045",0.5,-0.5,4,-0.5,0,NA
"12644045",0.5,-0.5,21,0.5,1,2929.8
"12644045",0.5,-0.5,27,0.5,1,961.999999997017
"12644045",0.5,-0.5,24,0.5,1,705.199999999997
"12644045",0.5,-0.5,7,-0.5,0,NA
"12644045",0.5,-0.5,20,0.5,1,1909.39999999999
"12644045",0.5,-0.5,19,0.5,0,NA
"12644045",0.5,-0.5,26,0.5,1,980.199999997014
"12644045",0.5,-0.5,23,0.5,0,NA
"12644045",0.5,-0.5,22,0.5,1,1131.69999998808
"12644045",0.5,-0.5,25,0.5,1,1596.79999999105
"12644045",0.5,-0.5,1,-0.5,0,NA
"12644045",0.5,-0.5,8,-0.5,1,2134.7
"12644045",0.5,-0.5,6,-0.5,1,1814.69999999405
"12644045",0.5,-0.5,3,-0.5,1,1364.09999999404
"12644045",0.5,-0.5,5,-0.5,1,1315.19999999701
"12644296",0.5,-0.5,19,0.5,1,1009.49999995231
"12644296",0.5,-0.5,3,-0.5,1,812.900000047681
"12644296",0.5,-0.5,9,-0.5,1,1082.19999995231
"12644296",0.5,-0.5,27,0.5,1,1359.79999995232
"12644296",0.5,-0.5,2,-0.5,1,NA
"12644296",0.5,-0.5,8,-0.5,1,353.70000009537
"12644296",0.5,-0.5,23,0.5,1,NA
"12644296",0.5,-0.5,4,-0.5,1,NA
"12644296",0.5,-0.5,20,0.5,1,239.20000009537
"12644296",0.5,-0.5,5,-0.5,0,NA
"12644296",0.5,-0.5,25,0.5,0,NA
"12644296",0.5,-0.5,21,0.5,1,NA
"12644296",0.5,-0.5,6,-0.5,0,NA
"12644296",0.5,-0.5,24,0.5,1,NA
"12644296",0.5,-0.5,22,0.5,1,NA
"12644296",0.5,-0.5,1,-0.5,0,NA
"12644296",0.5,-0.5,7,-0.5,0,NA
"12644296",0.5,-0.5,26,0.5,0,NA
"11936922",0.5,-0.5,7,-0.5,1,1631.59999999991
"11936922",0.5,-0.5,21,0.5,1,1231.40000000009
"11936922",0.5,-0.5,19,0.5,1,1170.3
"11936922",0.5,-0.5,26,0.5,1,974.400000000096
"11936922",0.5,-0.5,6,-0.5,1,1418.1
"11936922",0.5,-0.5,1,-0.5,1,1438.10000000009
"11936922",0.5,-0.5,2,-0.5,1,1261.9000000001
"11936922",0.5,-0.5,23,0.5,1,1026.20000000019
"11936922",0.5,-0.5,3,-0.5,1,1180.49999999991
"11936922",0.5,-0.5,27,0.5,1,920.499999999811
"11936922",0.5,-0.5,22,0.5,1,1517.79999999981
"11936922",0.5,-0.5,25,0.5,1,894.299999999814
"11936922",0.5,-0.5,8,-0.5,0,NA
"11936922",0.5,-0.5,24,0.5,1,1330.6
"11936922",0.5,-0.5,4,-0.5,1,1257.80000000019
"11936922",0.5,-0.5,9,-0.5,1,1217.89999999999
"11936922",0.5,-0.5,20,0.5,1,812.599999999817
"11936922",0.5,-0.5,5,-0.5,1,1408.60000000009
"11936648",0.5,-0.5,24,0.5,1,1165.4999997139
"11936648",0.5,-0.5,4,-0.5,1,1202.8
"11936648",0.5,-0.5,5,-0.5,1,1619.99999971389
"11936648",0.5,-0.5,26,0.5,1,797.199999618533
"11936648",0.5,-0.5,3,-0.5,1,985.799999713898
"11936648",0.5,-0.5,21,0.5,1,745.199999713899
"11936648",0.5,-0.5,23,0.5,1,970.199999904631
"11936648",0.5,-0.5,7,-0.5,1,3411.2999997139
"11936648",0.5,-0.5,8,-0.5,1,1364.6999997139
"11936648",0.5,-0.5,6,-0.5,1,1132.1999997139
"11936648",0.5,-0.5,1,-0.5,1,2661.19999980927
"11936648",0.5,-0.5,19,0.5,1,1148.29999990463
"11936648",0.5,-0.5,9,-0.5,1,943.999999809268
"11936648",0.5,-0.5,27,0.5,1,791.899999809262
"11936648",0.5,-0.5,25,0.5,1,1206.29999990463
"11936648",0.5,-0.5,22,0.5,1,1246.8999997139
"11936648",0.5,-0.5,20,0.5,1,719.199999999997
"11936648",0.5,-0.5,2,-0.5,1,1416.49999980927
"11936622",0.5,-0.5,20,0.5,1,1036.99999999963
"11936622",0.5,-0.5,7,-0.5,1,1552.09999999963
"11936622",0.5,-0.5,6,-0.5,0,NA
"11936622",0.5,-0.5,22,0.5,1,1108.69999999963
"11936622",0.5,-0.5,8,-0.5,0,NA
"11936622",0.5,-0.5,24,0.5,1,1065.70000000112
"11936622",0.5,-0.5,27,0.5,1,2263.40000000037
"11936622",0.5,-0.5,2,-0.5,0,NA
"11936622",0.5,-0.5,26,0.5,1,1015.10000000112
"11936622",0.5,-0.5,23,0.5,1,1302.49999999962
"11936622",0.5,-0.5,4,-0.5,1,2453.29999999963
"11936622",0.5,-0.5,25,0.5,1,1130.10000000075
"11936622",0.5,-0.5,19,0.5,1,1556.7
"11936622",0.5,-0.5,1,-0.5,1,1712.90000000075
"11936622",0.5,-0.5,3,-0.5,0,NA
"11936622",0.5,-0.5,5,-0.5,1,3447.10000000037
"11936622",0.5,-0.5,9,-0.5,1,1961.60000000037
"11936622",0.5,-0.5,21,0.5,1,825.600000000006
"11821879",0.5,-0.5,1,-0.5,0,NA
"11821879",0.5,-0.5,9,-0.5,1,1324.5
"11821879",0.5,-0.5,3,-0.5,1,1240.19999990463
"11821879",0.5,-0.5,25,0.5,1,1421.49999990463
"11821879",0.5,-0.5,19,0.5,1,946.799999999999
"11821879",0.5,-0.5,8,-0.5,1,1553.5
"11821879",0.5,-0.5,4,-0.5,1,2248.7
"11821879",0.5,-0.5,24,0.5,1,845.400000000001
"11821879",0.5,-0.5,23,0.5,1,920.900000000002
"11821879",0.5,-0.5,2,-0.5,1,1944.8
"11821879",0.5,-0.5,20,0.5,1,886.299999952316
"11821879",0.5,-0.5,27,0.5,1,1149.10000009536
"11821879",0.5,-0.5,26,0.5,1,797.700000047684
"11821879",0.5,-0.5,22,0.5,1,795.099999952319
"11821879",0.5,-0.5,5,-0.5,1,1433.5
"11821879",0.5,-0.5,21,0.5,1,868.699999999997
"11821879",0.5,-0.5,7,-0.5,1,1583.80000000001
"11821879",0.5,-0.5,6,-0.5,1,1935.19999995231
"11821675",0.5,-0.5,26,0.5,0,NA
"11821675",0.5,-0.5,23,0.5,1,1146
"11821675",0.5,-0.5,20,0.5,1,957
"11821675",0.5,-0.5,5,-0.5,0,NA
"11821675",0.5,-0.5,19,0.5,1,1869
"11821675",0.5,-0.5,24,0.5,1,1052
"11821675",0.5,-0.5,25,0.5,1,1814
"11821675",0.5,-0.5,2,-0.5,1,1484
"11821675",0.5,-0.5,1,-0.5,1,1698
"11821675",0.5,-0.5,3,-0.5,0,NA
"11821675",0.5,-0.5,21,0.5,1,1082
"11821675",0.5,-0.5,9,-0.5,1,3361
"11821675",0.5,-0.5,4,-0.5,1,2516
"11821675",0.5,-0.5,22,0.5,1,1333
"11821675",0.5,-0.5,8,-0.5,1,1883
"11821675",0.5,-0.5,27,0.5,1,961
"11821675",0.5,-0.5,7,-0.5,1,1960
"11821675",0.5,-0.5,6,-0.5,0,NA
"11783864",0.5,-0.5,21,0.5,1,1819.00000000009
"11783864",0.5,-0.5,8,-0.5,1,3888.99999999995
"11783864",0.5,-0.5,22,0.5,1,2092.5
"11783864",0.5,-0.5,9,-0.5,1,1725.89999999995
"11783864",0.5,-0.5,1,-0.5,1,1547.3
"11783864",0.5,-0.5,20,0.5,1,1509.39999999995
"11783864",0.5,-0.5,4,-0.5,1,1810.20000000009
"11783864",0.5,-0.5,19,0.5,1,1633.3
"11783864",0.5,-0.5,26,0.5,1,1079.3
"11783864",0.5,-0.5,25,0.5,1,1399.99999999999
"11783864",0.5,-0.5,3,-0.5,1,1722.99999999996
"11783864",0.5,-0.5,23,0.5,1,2051.59999999995
"11783864",0.5,-0.5,6,-0.5,1,1337.69999999991
"11783864",0.5,-0.5,5,-0.5,1,1304.90000000005
"11783864",0.5,-0.5,27,0.5,1,1172.90000000005
"11783864",0.5,-0.5,24,0.5,1,1639.50000000009
"11783864",0.5,-0.5,7,-0.5,1,1320.00000000009
"11783864",0.5,-0.5,2,-0.5,1,1811.20000000004
"11783716",0.5,-0.5,4,-0.5,1,2121.70000000596
"11783716",0.5,-0.5,1,-0.5,0,NA
"11783716",0.5,-0.5,26,0.5,1,1287.00000000894
"11783716",0.5,-0.5,7,-0.5,1,3441.9
"11783716",0.5,-0.5,9,-0.5,1,1512.70000000298
"11783716",0.5,-0.5,6,-0.5,1,1291.4
"11783716",0.5,-0.5,20,0.5,1,1263.10000000894
"11783716",0.5,-0.5,2,-0.5,1,2394.8
"11783716",0.5,-0.5,24,0.5,1,907.600000005958
"11783716",0.5,-0.5,5,-0.5,1,1397.10000000596
"11783716",0.5,-0.5,3,-0.5,1,2037.99999999702
"11783716",0.5,-0.5,22,0.5,1,1167.39999999999
"11783716",0.5,-0.5,8,-0.5,1,1273.7
"11783716",0.5,-0.5,23,0.5,1,1195.60000000297
"11783716",0.5,-0.5,25,0.5,1,1245.30000000595
"11783716",0.5,-0.5,19,0.5,0,NA
"11783716",0.5,-0.5,21,0.5,1,1168.80000000894
"11783716",0.5,-0.5,27,0.5,1,1166.49999999999
"11783717",0.5,-0.5,27,0.5,1,1112.20000000298
"11783717",0.5,-0.5,4,-0.5,1,1066.10000000298
"11783717",0.5,-0.5,1,-0.5,1,1805.8
"11783717",0.5,-0.5,5,-0.5,1,1389.59999999404
"11783717",0.5,-0.5,2,-0.5,1,990.900000002977
"11783717",0.5,-0.5,9,-0.5,1,1094.39999999106
"11783717",0.5,-0.5,22,0.5,1,922.79999999702
"11783717",0.5,-0.5,19,0.5,1,1374.79999999702
"11783717",0.5,-0.5,25,0.5,1,938.600000000006
"11783717",0.5,-0.5,6,-0.5,1,1290.19999999702
"11783717",0.5,-0.5,24,0.5,1,848.700000000004
"11783717",0.5,-0.5,21,0.5,1,1425.2
"11783717",0.5,-0.5,3,-0.5,1,1334.99999999403
"11783717",0.5,-0.5,7,-0.5,1,2030.50000000001
"11783717",0.5,-0.5,26,0.5,1,851.399999997026
"11783717",0.5,-0.5,23,0.5,1,2436.09999999404
"11783717",0.5,-0.5,8,-0.5,1,972.199999999997
"11783717",0.5,-0.5,20,0.5,1,1143.69999999405
"11783728",0.5,-0.5,23,0.5,1,6355.40000009537
"11783728",0.5,-0.5,24,0.5,1,2839.10000009536
"11783728",0.5,-0.5,8,-0.5,1,5823.70000004768
"11783728",0.5,-0.5,6,-0.5,0,NA
"11783728",0.5,-0.5,20,0.5,1,3650.2
"11783728",0.5,-0.5,25,0.5,1,2880.29999990463
"11783728",0.5,-0.5,5,-0.5,1,6160.10000004768
"11783728",0.5,-0.5,22,0.5,1,3624.79999990463
"11783728",0.5,-0.5,27,0.5,1,3040.29999990463
"11783728",0.5,-0.5,2,-0.5,1,8138.49999995231
"11783728",0.5,-0.5,19,0.5,1,3733.10000000001
"11783728",0.5,-0.5,21,0.5,1,2918.80000004769
"11783728",0.5,-0.5,4,-0.5,1,2520.50000009537
"11783728",0.5,-0.5,26,0.5,1,2766.50000000001
"11783728",0.5,-0.5,3,-0.5,1,5506.09999990463
"11783728",0.5,-0.5,7,-0.5,1,2972.39999999999
"11783728",0.5,-0.5,9,-0.5,1,3746.69999995231
"11783728",0.5,-0.5,1,-0.5,0,NA
"11783471",0.5,-0.5,2,-0.5,1,5721
"11783471",0.5,-0.5,1,-0.5,0,NA
"11783471",0.5,-0.5,25,0.5,1,3458
"11783471",0.5,-0.5,5,-0.5,0,NA
"11783471",0.5,-0.5,26,0.5,1,1670
"11783471",0.5,-0.5,20,0.5,1,3024
"11783471",0.5,-0.5,22,0.5,1,3195
"11783471",0.5,-0.5,19,0.5,1,1368
"11783471",0.5,-0.5,7,-0.5,1,2224
"11783471",0.5,-0.5,8,-0.5,1,2898
"11783471",0.5,-0.5,27,0.5,1,1710
"11783471",0.5,-0.5,3,-0.5,0,NA
"11783471",0.5,-0.5,6,-0.5,1,2374
"11783471",0.5,-0.5,24,0.5,1,1084
"11783471",0.5,-0.5,9,-0.5,0,NA
"11783471",0.5,-0.5,4,-0.5,1,2841
"11783471",0.5,-0.5,23,0.5,1,2642
"11783471",0.5,-0.5,21,0.5,1,3553
"11631069",0.5,-0.5,4,-0.5,0,NA
"11631069",0.5,-0.5,9,-0.5,1,7080.32000000001
"11631069",0.5,-0.5,3,-0.5,1,2211.52
"11631069",0.5,-0.5,7,-0.5,0,NA
"11631069",0.5,-0.5,1,-0.5,0,NA
"11631069",0.5,-0.5,21,0.5,1,3025.08
"11631069",0.5,-0.5,5,-0.5,1,3302.7
"11631069",0.5,-0.5,19,0.5,1,1648.98
"11631069",0.5,-0.5,26,0.5,1,1084.72
"11631069",0.5,-0.5,22,0.5,1,1367.89999999999
"11631069",0.5,-0.5,2,-0.5,1,8889.56
"11631069",0.5,-0.5,6,-0.5,0,NA
"11631069",0.5,-0.5,24,0.5,1,3215.85999999999
"11631069",0.5,-0.5,8,-0.5,0,NA
"11631069",0.5,-0.5,27,0.5,1,1724.45999999999
"11631069",0.5,-0.5,23,0.5,0,NA
"11631069",0.5,-0.5,25,0.5,1,1796.67999999999
"11631069",0.5,-0.5,20,0.5,1,1009.94
"11631072",0.5,-0.5,26,0.5,1,3743.99999990463
"11631072",0.5,-0.5,3,-0.5,1,3205.60000000001
"11631072",0.5,-0.5,20,0.5,1,2433.19999990464
"11631072",0.5,-0.5,19,0.5,1,2629.09999980926
"11631072",0.5,-0.5,23,0.5,1,1552.10000000001
"11631072",0.5,-0.5,4,-0.5,1,3614.20000009536
"11631072",0.5,-0.5,6,-0.5,0,NA
"11631072",0.5,-0.5,22,0.5,1,2257.39999990462
"11631072",0.5,-0.5,25,0.5,1,3907.70000019073
"11631072",0.5,-0.5,7,-0.5,1,2970.90000019074
"11631072",0.5,-0.5,1,-0.5,1,3560.00000019075
"11631072",0.5,-0.5,27,0.5,1,1789.20000000001
"11631072",0.5,-0.5,21,0.5,1,1474.59999990463
"11631072",0.5,-0.5,2,-0.5,1,2523.69999990464
"11631072",0.5,-0.5,9,-0.5,1,3122.99999990463
"11631072",0.5,-0.5,8,-0.5,1,3754.20000009536
"11631072",0.5,-0.5,5,-0.5,1,3007.49999980925
"11631072",0.5,-0.5,24,0.5,1,1515.19999980927
"11631028",0.5,-0.5,9,-0.5,1,3933.53999999999
"11631028",0.5,-0.5,1,-0.5,0,NA
"11631028",0.5,-0.5,20,0.5,0,NA
"11631028",0.5,-0.5,8,-0.5,1,2211.53999999999
"11631028",0.5,-0.5,25,0.5,1,3388.53999999999
"11631028",0.5,-0.5,7,-0.5,0,NA
"11631028",0.5,-0.5,5,-0.5,1,1711.54000000001
"11631028",0.5,-0.5,22,0.5,0,NA
"11631028",0.5,-0.5,4,-0.5,1,2369.54000000001
"11631028",0.5,-0.5,6,-0.5,1,2035.54000000001
"11631028",0.5,-0.5,27,0.5,1,2002.54000000001
"11631028",0.5,-0.5,26,0.5,1,1506
"11631028",0.5,-0.5,19,0.5,1,2279.54000000001
"11631028",0.5,-0.5,2,-0.5,1,1773
"11631028",0.5,-0.5,3,-0.5,1,1631.54000000001
"11631028",0.5,-0.5,24,0.5,1,1588.54000000001
"11631028",0.5,-0.5,23,0.5,1,1666
"11631028",0.5,-0.5,21,0.5,0,NA
"11628240",0.5,-0.5,22,0.5,1,2928.20000000894
"11628240",0.5,-0.5,21,0.5,1,1761.5
"11628240",0.5,-0.5,20,0.5,1,1094.90000000894
"11628240",0.5,-0.5,1,-0.5,0,NA
"11628240",0.5,-0.5,7,-0.5,1,5368.80000001192
"11628240",0.5,-0.5,5,-0.5,1,3148.50000000893
"11628240",0.5,-0.5,23,0.5,1,1803.00000000597
"11628240",0.5,-0.5,8,-0.5,1,3226.8
"11628240",0.5,-0.5,27,0.5,1,1458.30000000595
"11628240",0.5,-0.5,24,0.5,1,813.800000008938
"11628240",0.5,-0.5,9,-0.5,1,1993.60000000001
"11628240",0.5,-0.5,25,0.5,1,1118.40000000894
"11628240",0.5,-0.5,26,0.5,1,1361.10000000596
"11628240",0.5,-0.5,2,-0.5,1,2374.70000000596
"11628240",0.5,-0.5,19,0.5,1,1965.2
"11628240",0.5,-0.5,3,-0.5,1,1851.90000000298
"11628240",0.5,-0.5,6,-0.5,1,996.70000000298
"11628240",0.5,-0.5,4,-0.5,1,1766.70000001192
"11628151",0.5,-0.5,23,0.5,1,1430.20000001788
"11628151",0.5,-0.5,9,-0.5,1,1867.09999999999
"11628151",0.5,-0.5,22,0.5,1,1273.7
"11628151",0.5,-0.5,6,-0.5,1,1508.9
"11628151",0.5,-0.5,19,0.5,1,1526.20000000596
"11628151",0.5,-0.5,25,0.5,1,1169.10000000001
"11628151",0.5,-0.5,3,-0.5,1,2896.5
"11628151",0.5,-0.5,24,0.5,1,1082
"11628151",0.5,-0.5,8,-0.5,1,1566.10000001192
"11628151",0.5,-0.5,7,-0.5,1,1184.50000001192
"11628151",0.5,-0.5,1,-0.5,1,3559.6
"11628151",0.5,-0.5,5,-0.5,1,1605.3
"11628151",0.5,-0.5,20,0.5,1,1249.80000001192
"11628151",0.5,-0.5,4,-0.5,1,1849.5
"11628151",0.5,-0.5,21,0.5,1,1163.70000001192
"11628151",0.5,-0.5,27,0.5,1,1526.30000001789
"11628151",0.5,-0.5,26,0.5,1,889.700000000012
"11628151",0.5,-0.5,2,-0.5,1,2171
"11628110",0.5,-0.5,27,0.5,1,1018.00000000596
"11628110",0.5,-0.5,19,0.5,0,NA
"11628110",0.5,-0.5,4,-0.5,0,NA
"11628110",0.5,-0.5,21,0.5,1,981.600000011924
"11628110",0.5,-0.5,8,-0.5,1,1823.09999998808
"11628110",0.5,-0.5,3,-0.5,1,3593.50000000596
"11628110",0.5,-0.5,25,0.5,1,1344.5
"11628110",0.5,-0.5,26,0.5,1,843.299999988078
"11628110",0.5,-0.5,1,-0.5,1,3759.70000000596
"11628110",0.5,-0.5,22,0.5,1,1326.99999999404
"11628110",0.5,-0.5,5,-0.5,0,NA
"11628110",0.5,-0.5,23,0.5,1,1220.40000001193
"11628110",0.5,-0.5,20,0.5,1,945.100000011924
"11628110",0.5,-0.5,2,-0.5,0,NA
"11628110",0.5,-0.5,6,-0.5,1,1307.39999999404
"11628110",0.5,-0.5,7,-0.5,1,1772.70000001192
"11628110",0.5,-0.5,9,-0.5,0,NA
"11628110",0.5,-0.5,24,0.5,1,739.000000005966
"11628086",0.5,-0.5,19,0.5,0,NA
"11628086",0.5,-0.5,23,0.5,0,NA
"11628086",0.5,-0.5,1,-0.5,1,1487.3
"11628086",0.5,-0.5,9,-0.5,0,NA
"11628086",0.5,-0.5,24,0.5,1,994.199999809265
"11628086",0.5,-0.5,7,-0.5,1,3868
"11628086",0.5,-0.5,26,0.5,1,1159.10000000001
"11628086",0.5,-0.5,8,-0.5,1,1792.99999990463
"11628086",0.5,-0.5,3,-0.5,1,1410.69999971389
"11628086",0.5,-0.5,22,0.5,1,1455.49999990463
"11628086",0.5,-0.5,21,0.5,1,781.799999713898
"11628086",0.5,-0.5,4,-0.5,1,1041.8999997139
"11628086",0.5,-0.5,2,-0.5,0,NA
"11628086",0.5,-0.5,25,0.5,1,1077.70000009537
"11628086",0.5,-0.5,5,-0.5,1,2719.30000009536
"11628086",0.5,-0.5,6,-0.5,1,1221.7999997139
"11628086",0.5,-0.5,27,0.5,1,1607.39999980926
"11628086",0.5,-0.5,20,0.5,0,NA
"11623345",0.5,-0.5,21,0.5,1,1438.69999997616
"11623345",0.5,-0.5,19,0.5,1,1787.39999990464
"11623345",0.5,-0.5,9,-0.5,1,2057.4
"11623345",0.5,-0.5,6,-0.5,1,2376.89999992847
"11623345",0.5,-0.5,1,-0.5,0,NA
"11623345",0.5,-0.5,2,-0.5,0,NA
"11623345",0.5,-0.5,7,-0.5,0,NA
"11623345",0.5,-0.5,26,0.5,1,2357
"11623345",0.5,-0.5,20,0.5,1,1108.29999997615
"11623345",0.5,-0.5,24,0.5,1,1007.39999995232
"11623345",0.5,-0.5,25,0.5,1,1063.59999995232
"11623345",0.5,-0.5,23,0.5,1,1158.19999992847
"11623345",0.5,-0.5,4,-0.5,1,1800.8
"11623345",0.5,-0.5,22,0.5,1,1141.99999990463
"11623345",0.5,-0.5,8,-0.5,1,3095.99999990463
"11623345",0.5,-0.5,5,-0.5,1,1979.79999990463
"11623345",0.5,-0.5,27,0.5,1,1418.29999997615
"11623345",0.5,-0.5,3,-0.5,1,2936.8
"11623324",0.5,-0.5,20,0.5,1,1482.5
"11623324",0.5,-0.5,5,-0.5,1,3818.09999961853
"11623324",0.5,-0.5,7,-0.5,1,1682.7
"11623324",0.5,-0.5,27,0.5,1,1429.89999980926
"11623324",0.5,-0.5,21,0.5,1,1046.19999961853
"11623324",0.5,-0.5,24,0.5,1,1425.7
"11623324",0.5,-0.5,23,0.5,1,2488.79999980926
"11623324",0.5,-0.5,2,-0.5,1,2318.5999994278
"11623324",0.5,-0.5,19,0.5,1,2027.39999980926
"11623324",0.5,-0.5,1,-0.5,1,7319.79999961852
"11623324",0.5,-0.5,25,0.5,1,1043.10000000001
"11623324",0.5,-0.5,22,0.5,1,1279.89999961853
"11623324",0.5,-0.5,3,-0.5,1,4941.89999961853
"11623324",0.5,-0.5,8,-0.5,1,4667.89999999999
"11623324",0.5,-0.5,9,-0.5,1,2497.39999961853
"11623324",0.5,-0.5,4,-0.5,1,1232.19999961853
"11623324",0.5,-0.5,6,-0.5,0,NA
"11623324",0.5,-0.5,26,0.5,1,1183.7
"11608982",0.5,-0.5,8,-0.5,1,3340.09999998808
"11608982",0.5,-0.5,20,0.5,1,1833.4
"11608982",0.5,-0.5,19,0.5,1,2202.89999998808
"11608982",0.5,-0.5,27,0.5,0,NA
"11608982",0.5,-0.5,2,-0.5,0,NA
"11608982",0.5,-0.5,5,-0.5,0,NA
"11608982",0.5,-0.5,25,0.5,1,1689.89999999404
"11608982",0.5,-0.5,7,-0.5,0,NA
